ad_id	reporting_start	reporting_end	campaign_id	fb_campaign_id	age	gender	impressions	clicks	spent	total_conversion	approved_conversion	interest_type	interest
737644	8/21/2017	8/21/2017	936	109629	45-49	M	45401	10	14.06000042	1	0	interest1	16
737644	8/21/2017	8/21/2017	936	109629	45-49	M	45401	10	14.06000042	1	0	interest2	22
737644	8/21/2017	8/21/2017	936	109629	45-49	M	45401	10	14.06000042	1	0	interest3	17
747212	8/18/2017	8/18/2017	936	110836	30-34	M	7208	2	3.190000057	1	0	interest1	10
747212	8/18/2017	8/18/2017	936	110836	30-34	M	7208	2	3.190000057	1	0	interest2	16
747212	8/18/2017	8/18/2017	936	110836	30-34	M	7208	2	3.190000057	1	0	interest3	14
747222	8/18/2017	8/18/2017	936	110838	30-34	M	12489	2	1.960000038	1	0	interest1	16
747222	8/18/2017	8/18/2017	936	110838	30-34	M	12489	2	1.960000038	1	0	interest2	22
747222	8/18/2017	8/18/2017	936	110838	30-34	M	12489	2	1.960000038	1	0	interest3	20
747659	8/25/2017	8/25/2017	936	110910	45-49	M	12186	2	2.669999957	1	0	interest1	16
747659	8/25/2017	8/25/2017	936	110910	45-49	M	12186	2	2.669999957	1	0	interest2	21
747659	8/25/2017	8/25/2017	936	110910	45-49	M	12186	2	2.669999957	1	0	interest3	17
747798	8/25/2017	8/25/2017	936	110934	30-34	F	25884	5	7.350000143	1	0	interest1	16
747798	8/25/2017	8/25/2017	936	110934	30-34	F	25884	5	7.350000143	1	0	interest2	21
747798	8/25/2017	8/25/2017	936	110934	30-34	F	25884	5	7.350000143	1	0	interest3	20
747828	8/25/2017	8/25/2017	936	110939	30-34	F	28488	10	9.340000033	1	0	interest1	22
747828	8/25/2017	8/25/2017	936	110939	30-34	F	28488	10	9.340000033	1	0	interest2	24
747828	8/25/2017	8/25/2017	936	110939	30-34	F	28488	10	9.340000033	1	0	interest3	24
747859	8/24/2017	8/24/2017	936	110944	30-34	F	22572	5	8.5	1	0	interest1	27
747859	8/24/2017	8/24/2017	936	110944	30-34	F	22572	5	8.5	1	0	interest2	32
747859	8/24/2017	8/24/2017	936	110944	30-34	F	22572	5	8.5	1	0	interest3	33
747991	8/24/2017	8/24/2017	936	110966	35-39	F	4868	2	2.420000076	1	0	interest1	25
747991	8/24/2017	8/24/2017	936	110966	35-39	F	4868	2	2.420000076	1	0	interest2	31
747991	8/24/2017	8/24/2017	936	110966	35-39	F	4868	2	2.420000076	1	0	interest3	27
748000	8/24/2017	8/24/2017	936	110967	35-39	F	6585	2	2.950000048	1	0	interest1	26
748000	8/24/2017	8/24/2017	936	110967	35-39	F	6585	2	2.950000048	1	0	interest2	27
748000	8/24/2017	8/24/2017	936	110967	35-39	F	6585	2	2.950000048	1	0	interest3	32
748014	8/24/2017	8/24/2017	936	110970	35-39	F	11182	4	4.449999809	1	0	interest1	29
748014	8/24/2017	8/24/2017	936	110970	35-39	F	11182	4	4.449999809	1	0	interest2	31
748014	8/24/2017	8/24/2017	936	110970	35-39	F	11182	4	4.449999809	1	0	interest3	35
748086	8/25/2017	8/25/2017	936	110982	40-44	F	34127	8	13.07000017	1	0	interest1	16
748086	8/25/2017	8/25/2017	936	110982	40-44	F	34127	8	13.07000017	1	0	interest2	19
748086	8/25/2017	8/25/2017	936	110982	40-44	F	34127	8	13.07000017	1	0	interest3	18
748089	8/26/2017	8/26/2017	936	110982	40-44	F	38759	9	10.84999967	1	0	interest1	16
748089	8/26/2017	8/26/2017	936	110982	40-44	F	38759	9	10.84999967	1	0	interest2	18
748089	8/26/2017	8/26/2017	936	110982	40-44	F	38759	9	10.84999967	1	0	interest3	21
748225	8/26/2017	8/26/2017	936	111005	45-49	F	18602	5	8.860000134	1	0	interest1	15
748225	8/26/2017	8/26/2017	936	111005	45-49	F	18602	5	8.860000134	1	0	interest2	16
748225	8/26/2017	8/26/2017	936	111005	45-49	F	18602	5	8.860000134	1	0	interest3	17
748231	8/27/2017	8/27/2017	936	111006	45-49	F	25194	6	7.349999905	1	0	interest1	16
748231	8/27/2017	8/27/2017	936	111006	45-49	F	25194	6	7.349999905	1	0	interest2	18
748231	8/27/2017	8/27/2017	936	111006	45-49	F	25194	6	7.349999905	1	0	interest3	21
748233	8/27/2017	8/27/2017	936	111006	45-49	F	78627	19	26.53000045	1	0	interest1	16
748233	8/27/2017	8/27/2017	936	111006	45-49	F	78627	19	26.53000045	1	0	interest2	22
748233	8/27/2017	8/27/2017	936	111006	45-49	F	78627	19	26.53000045	1	0	interest3	18
748303	8/25/2017	8/25/2017	936	111018	45-49	F	7706	2	2.369999886	1	0	interest1	29
748303	8/25/2017	8/25/2017	936	111018	45-49	F	7706	2	2.369999886	1	0	interest2	32
748303	8/25/2017	8/25/2017	936	111018	45-49	F	7706	2	2.369999886	1	0	interest3	33
776322	8/25/2017	8/25/2017	936	115485	45-49	F	119063	34	53.21999949	1	0	interest1	16
776322	8/25/2017	8/25/2017	936	115485	45-49	F	119063	34	53.21999949	1	0	interest2	21
776322	8/25/2017	8/25/2017	936	115485	45-49	F	119063	34	53.21999949	1	0	interest3	20
776325	8/26/2017	8/26/2017	936	115485	45-49	F	452398	114	180.2200012	1	0	interest1	16
776325	8/26/2017	8/26/2017	936	115485	45-49	F	452398	114	180.2200012	1	0	interest2	19
776325	8/26/2017	8/26/2017	936	115485	45-49	F	452398	114	180.2200012	1	0	interest3	20
776334	8/26/2017	8/26/2017	936	115487	45-49	F	191223	48	76.41000056	1	0	interest1	10
776334	8/26/2017	8/26/2017	936	115487	45-49	F	191223	48	76.41000056	1	0	interest2	12
776334	8/26/2017	8/26/2017	936	115487	45-49	F	191223	48	76.41000056	1	0	interest3	16
776336	8/26/2017	8/26/2017	936	115487	45-49	F	22216	6	9.549999952	1	0	interest1	10
776336	8/26/2017	8/26/2017	936	115487	45-49	F	22216	6	9.549999952	1	0	interest2	15
776336	8/26/2017	8/26/2017	936	115487	45-49	F	22216	6	9.549999952	1	0	interest3	14
776338	8/23/2017	8/23/2017	936	115487	45-49	F	48291	11	18.01999998	1	0	interest1	10
776338	8/23/2017	8/23/2017	936	115487	45-49	F	48291	11	18.01999998	1	0	interest2	12
776338	8/23/2017	8/23/2017	936	115487	45-49	F	48291	11	18.01999998	1	0	interest3	11
776353	8/23/2017	8/23/2017	936	115490	40-44	F	27559	8	13.37	1	0	interest1	63
776353	8/23/2017	8/23/2017	936	115490	40-44	F	27559	8	13.37	1	0	interest2	66
776353	8/23/2017	8/23/2017	936	115490	40-44	F	27559	8	13.37	1	0	interest3	67
776405	8/21/2017	8/21/2017	936	115498	45-49	F	40126	16	25.86000001	1	0	interest1	21
776405	8/21/2017	8/21/2017	936	115498	45-49	F	40126	16	25.86000001	1	0	interest2	25
776405	8/21/2017	8/21/2017	936	115498	45-49	F	40126	16	25.86000001	1	0	interest3	22
776489	8/21/2017	8/21/2017	936	115512	45-49	F	175389	55	81.60999787	1	0	interest1	26
776489	8/21/2017	8/21/2017	936	115512	45-49	F	175389	55	81.60999787	1	0	interest2	31
776489	8/21/2017	8/21/2017	936	115512	45-49	F	175389	55	81.60999787	1	0	interest3	28
776519	8/21/2017	8/21/2017	936	115517	45-49	F	70702	20	31.7099998	1	0	interest1	65
776519	8/21/2017	8/21/2017	936	115517	45-49	F	70702	20	31.7099998	1	0	interest2	71
776519	8/21/2017	8/21/2017	936	115517	45-49	F	70702	20	31.7099998	1	0	interest3	67
776552	8/22/2017	8/22/2017	936	115523	30-34	F	21596	2	2.809999943	1	0	interest1	16
776552	8/22/2017	8/22/2017	936	115523	30-34	F	21596	2	2.809999943	1	0	interest2	17
776552	8/22/2017	8/22/2017	936	115523	30-34	F	21596	2	2.809999943	1	0	interest3	18
776553	8/22/2017	8/22/2017	936	115523	30-34	F	66765	8	11.04999971	1	0	interest1	16
776553	8/22/2017	8/22/2017	936	115523	30-34	F	66765	8	11.04999971	1	0	interest2	21
776553	8/22/2017	8/22/2017	936	115523	30-34	F	66765	8	11.04999971	1	0	interest3	17
776579	8/23/2017	8/23/2017	936	115527	30-34	F	26910	5	7.229999781	1	0	interest1	10
776579	8/23/2017	8/23/2017	936	115527	30-34	F	26910	5	7.229999781	1	0	interest2	13
776579	8/23/2017	8/23/2017	936	115527	30-34	F	26910	5	7.229999781	1	0	interest3	14
776631	8/23/2017	8/23/2017	936	115536	40-44	M	10960	2	2.890000105	1	0	interest1	29
776631	8/23/2017	8/23/2017	936	115536	40-44	M	10960	2	2.890000105	1	0	interest2	35
776631	8/23/2017	8/23/2017	936	115536	40-44	M	10960	2	2.890000105	1	0	interest3	33
776686	8/22/2017	8/22/2017	936	115545	40-44	M	18709	2	3.319999933	1	0	interest1	16
776686	8/22/2017	8/22/2017	936	115545	40-44	M	18709	2	3.319999933	1	0	interest2	17
776686	8/22/2017	8/22/2017	936	115545	40-44	M	18709	2	3.319999933	1	0	interest3	21
776780	8/22/2017	8/22/2017	936	115561	40-44	M	3812	2	3.049999952	1	0	interest1	2
776780	8/22/2017	8/22/2017	936	115561	40-44	M	3812	2	3.049999952	1	0	interest2	4
776780	8/22/2017	8/22/2017	936	115561	40-44	M	3812	2	3.049999952	1	0	interest3	3
776817	8/22/2017	8/22/2017	936	115567	40-44	M	12356	4	6.279999971	1	0	interest1	10
776817	8/22/2017	8/22/2017	936	115567	40-44	M	12356	4	6.279999971	1	0	interest2	14
776817	8/22/2017	8/22/2017	936	115567	40-44	M	12356	4	6.279999971	1	0	interest3	16
776829	8/23/2017	8/23/2017	936	115569	45-49	M	140098	28	46.63000011	1	0	interest1	16
776829	8/23/2017	8/23/2017	936	115569	45-49	M	140098	28	46.63000011	1	0	interest2	20
776829	8/23/2017	8/23/2017	936	115569	45-49	M	140098	28	46.63000011	1	0	interest3	19
776831	8/22/2017	8/22/2017	936	115569	45-49	M	107021	20	34.44000012	1	0	interest1	16
776831	8/22/2017	8/22/2017	936	115569	45-49	M	107021	20	34.44000012	1	0	interest2	18
776831	8/22/2017	8/22/2017	936	115569	45-49	M	107021	20	34.44000012	1	0	interest3	20
776861	8/22/2017	8/22/2017	936	115574	45-49	M	16461	6	9.21999979	1	0	interest1	7
776861	8/22/2017	8/22/2017	936	115574	45-49	M	16461	6	9.21999979	1	0	interest2	9
776861	8/22/2017	8/22/2017	936	115574	45-49	M	16461	6	9.21999979	1	0	interest3	12
776892	8/30/2017	8/30/2017	936	115580	40-44	M	17488	5	7.719999909	1	0	interest1	63
776892	8/30/2017	8/30/2017	936	115580	40-44	M	17488	5	7.719999909	1	0	interest2	66
776892	8/30/2017	8/30/2017	936	115580	40-44	M	17488	5	7.719999909	1	0	interest3	69
777198	8/30/2017	8/30/2017	936	115631	30-34	M	12729	4	5.779999852	1	0	interest1	64
777198	8/30/2017	8/30/2017	936	115631	30-34	M	12729	4	5.779999852	1	0	interest2	70
777198	8/30/2017	8/30/2017	936	115631	30-34	M	12729	4	5.779999852	1	0	interest3	69
777519	8/24/2017	8/24/2017	936	115697	45-49	M	19537	5	6.099999905	1	0	interest1	29
777519	8/24/2017	8/24/2017	936	115697	45-49	M	19537	5	6.099999905	1	0	interest2	34
777519	8/24/2017	8/24/2017	936	115697	45-49	M	19537	5	6.099999905	1	0	interest3	32
777670	8/23/2017	8/23/2017	936	115723	40-44	M	23769	4	6.029999852	1	0	interest1	16
777670	8/23/2017	8/23/2017	936	115723	40-44	M	23769	4	6.029999852	1	0	interest2	19
777670	8/23/2017	8/23/2017	936	115723	40-44	M	23769	4	6.029999852	1	0	interest3	19
778037	8/28/2017	8/28/2017	936	115784	35-39	M	14615	4	6.050000191	1	0	interest1	27
778037	8/28/2017	8/28/2017	936	115784	35-39	M	14615	4	6.050000191	1	0	interest2	29
778037	8/28/2017	8/28/2017	936	115784	35-39	M	14615	4	6.050000191	1	0	interest3	28
778087	8/28/2017	8/28/2017	936	115792	30-34	M	15910	5	6.779999852	1	0	interest1	26
778087	8/28/2017	8/28/2017	936	115792	30-34	M	15910	5	6.779999852	1	0	interest2	30
778087	8/28/2017	8/28/2017	936	115792	30-34	M	15910	5	6.779999852	1	0	interest3	32
778156	8/28/2017	8/28/2017	936	115804	30-34	M	9388	2	3.140000105	1	0	interest1	28
778156	8/28/2017	8/28/2017	936	115804	30-34	M	9388	2	3.140000105	1	0	interest2	32
778156	8/28/2017	8/28/2017	936	115804	30-34	M	9388	2	3.140000105	1	0	interest3	31
778266	8/27/2017	8/27/2017	936	115822	40-44	F	74542	19	34.1500001	1	0	interest1	27
778266	8/27/2017	8/27/2017	936	115822	40-44	F	74542	19	34.1500001	1	0	interest2	32
778266	8/27/2017	8/27/2017	936	115822	40-44	F	74542	19	34.1500001	1	0	interest3	28
778421	8/27/2017	8/27/2017	936	115848	40-44	F	6699	2	3.090000033	1	0	interest1	20
778421	8/27/2017	8/27/2017	936	115848	40-44	F	6699	2	3.090000033	1	0	interest2	21
778421	8/27/2017	8/27/2017	936	115848	40-44	F	6699	2	3.090000033	1	0	interest3	23
778422	8/27/2017	8/27/2017	936	115848	40-44	F	11911	4	3.959999919	1	0	interest1	20
778422	8/27/2017	8/27/2017	936	115848	40-44	F	11911	4	3.959999919	1	0	interest2	25
778422	8/27/2017	8/27/2017	936	115848	40-44	F	11911	4	3.959999919	1	0	interest3	24
778483	8/27/2017	8/27/2017	936	115858	40-44	F	24188	5	8.179999828	1	0	interest1	18
778483	8/27/2017	8/27/2017	936	115858	40-44	F	24188	5	8.179999828	1	0	interest2	24
778483	8/27/2017	8/27/2017	936	115858	40-44	F	24188	5	8.179999828	1	0	interest3	20
778600	8/29/2017	8/29/2017	936	115878	40-44	F	10750	4	5.389999866	1	0	interest1	22
778600	8/29/2017	8/29/2017	936	115878	40-44	F	10750	4	5.389999866	1	0	interest2	23
778600	8/29/2017	8/29/2017	936	115878	40-44	F	10750	4	5.389999866	1	0	interest3	25
778722	8/30/2017	8/30/2017	936	115898	35-39	F	41785	14	19.10000038	1	0	interest1	64
778722	8/30/2017	8/30/2017	936	115898	35-39	F	41785	14	19.10000038	1	0	interest2	70
778722	8/30/2017	8/30/2017	936	115898	35-39	F	41785	14	19.10000038	1	0	interest3	67
778964	8/29/2017	8/29/2017	936	115938	35-39	F	112460	25	41.29000068	1	0	interest1	27
778964	8/29/2017	8/29/2017	936	115938	35-39	F	112460	25	41.29000068	1	0	interest2	33
778964	8/29/2017	8/29/2017	936	115938	35-39	F	112460	25	41.29000068	1	0	interest3	28
779106	8/28/2017	8/28/2017	936	115962	35-39	F	14670	7	9.410000324	1	0	interest1	30
779106	8/28/2017	8/28/2017	936	115962	35-39	F	14670	7	9.410000324	1	0	interest2	35
779106	8/28/2017	8/28/2017	936	115962	35-39	F	14670	7	9.410000324	1	0	interest3	36
779438	8/28/2017	8/28/2017	936	116031	30-34	F	33144	9	13.40999985	1	0	interest1	64
779438	8/28/2017	8/28/2017	936	116031	30-34	F	33144	9	13.40999985	1	0	interest2	66
779438	8/28/2017	8/28/2017	936	116031	30-34	F	33144	9	13.40999985	1	0	interest3	69
779573	8/29/2017	8/29/2017	936	116053	35-39	F	89527	24	32.28999996	1	0	interest1	10
779573	8/29/2017	8/29/2017	936	116053	35-39	F	89527	24	32.28999996	1	0	interest2	13
779573	8/29/2017	8/29/2017	936	116053	35-39	F	89527	24	32.28999996	1	0	interest3	16
779715	8/22/2017	8/22/2017	936	116077	30-34	F	20409	4	3.829999924	1	0	interest1	29
779715	8/22/2017	8/22/2017	936	116077	30-34	F	20409	4	3.829999924	1	0	interest2	32
779715	8/22/2017	8/22/2017	936	116077	30-34	F	20409	4	3.829999924	1	0	interest3	33
779738	8/22/2017	8/22/2017	936	116081	30-34	F	15645	4	5.349999905	1	0	interest1	28
779738	8/22/2017	8/22/2017	936	116081	30-34	F	15645	4	5.349999905	1	0	interest2	32
779738	8/22/2017	8/22/2017	936	116081	30-34	F	15645	4	5.349999905	1	0	interest3	33
779918	8/22/2017	8/22/2017	936	116111	30-34	F	8469	2	3.089999914	1	0	interest1	18
779918	8/22/2017	8/22/2017	936	116111	30-34	F	8469	2	3.089999914	1	0	interest2	23
779918	8/22/2017	8/22/2017	936	116111	30-34	F	8469	2	3.089999914	1	0	interest3	24
779979	8/21/2017	8/21/2017	936	116121	35-39	M	25817	4	6.019999981	1	0	interest1	16
779979	8/21/2017	8/21/2017	936	116121	35-39	M	25817	4	6.019999981	1	0	interest2	17
779979	8/21/2017	8/21/2017	936	116121	35-39	M	25817	4	6.019999981	1	0	interest3	21
780323	8/21/2017	8/21/2017	936	116183	45-49	F	24542	7	9.329999924	1	0	interest1	29
780323	8/21/2017	8/21/2017	936	116183	45-49	F	24542	7	9.329999924	1	0	interest2	35
780323	8/21/2017	8/21/2017	936	116183	45-49	F	24542	7	9.329999924	1	0	interest3	34
780760	8/24/2017	8/24/2017	936	116267	45-49	F	17167	5	6.910000086	1	0	interest1	18
780760	8/24/2017	8/24/2017	936	116267	45-49	F	17167	5	6.910000086	1	0	interest2	23
780760	8/24/2017	8/24/2017	936	116267	45-49	F	17167	5	6.910000086	1	0	interest3	22
780797	8/24/2017	8/24/2017	936	116273	30-34	F	24491	7	9.539999962	1	0	interest1	22
780797	8/24/2017	8/24/2017	936	116273	30-34	F	24491	7	9.539999962	1	0	interest2	25
780797	8/24/2017	8/24/2017	936	116273	30-34	F	24491	7	9.539999962	1	0	interest3	25
780821	8/23/2017	8/23/2017	936	116277	30-34	F	6469	2	1.309999943	1	0	interest1	23
780821	8/23/2017	8/23/2017	936	116277	30-34	F	6469	2	1.309999943	1	0	interest2	24
780821	8/23/2017	8/23/2017	936	116277	30-34	F	6469	2	1.309999943	1	0	interest3	25
781066	8/23/2017	8/23/2017	936	116323	40-44	F	5794	2	2.269999981	1	0	interest1	22
781066	8/23/2017	8/23/2017	936	116323	40-44	F	5794	2	2.269999981	1	0	interest2	26
781066	8/23/2017	8/23/2017	936	116323	40-44	F	5794	2	2.269999981	1	0	interest3	25
781159	8/23/2017	8/23/2017	936	116339	40-44	F	85285	26	36.13000035	1	0	interest1	10
781159	8/23/2017	8/23/2017	936	116339	40-44	F	85285	26	36.13000035	1	0	interest2	15
781159	8/23/2017	8/23/2017	936	116339	40-44	F	85285	26	36.13000035	1	0	interest3	11
781187	8/18/2017	8/18/2017	936	116343	40-44	F	164118	41	59.06999993	1	0	interest1	16
781187	8/18/2017	8/18/2017	936	116343	40-44	F	164118	41	59.06999993	1	0	interest2	22
781187	8/18/2017	8/18/2017	936	116343	40-44	F	164118	41	59.06999993	1	0	interest3	19
781195	8/18/2017	8/18/2017	936	116345	35-39	F	18234	6	7.810000062	1	0	interest1	63
781195	8/18/2017	8/18/2017	936	116345	35-39	F	18234	6	7.810000062	1	0	interest2	67
781195	8/18/2017	8/18/2017	936	116345	35-39	F	18234	6	7.810000062	1	0	interest3	69
781303	8/19/2017	8/19/2017	936	116363	35-39	F	73676	20	28.5	1	0	interest1	27
781303	8/19/2017	8/19/2017	936	116363	35-39	F	73676	20	28.5	1	0	interest2	29
781303	8/19/2017	8/19/2017	936	116363	35-39	F	73676	20	28.5	1	0	interest3	30
781305	8/19/2017	8/19/2017	936	116363	35-39	F	18421	7	10.07999992	1	0	interest1	27
781305	8/19/2017	8/19/2017	936	116363	35-39	F	18421	7	10.07999992	1	0	interest2	30
781305	8/19/2017	8/19/2017	936	116363	35-39	F	18421	7	10.07999992	1	0	interest3	28
781690	8/18/2017	8/18/2017	936	116427	45-49	F	115896	38	49.44000006	1	0	interest1	26
781690	8/18/2017	8/18/2017	936	116427	45-49	F	115896	38	49.44000006	1	0	interest2	28
781690	8/18/2017	8/18/2017	936	116427	45-49	F	115896	38	49.44000006	1	0	interest3	30
782407	8/20/2017	8/20/2017	936	116547	45-49	F	33664	11	12.51000035	1	0	interest1	10
782407	8/20/2017	8/20/2017	936	116547	45-49	F	33664	11	12.51000035	1	0	interest2	12
782407	8/20/2017	8/20/2017	936	116547	45-49	F	33664	11	12.51000035	1	0	interest3	11
951464	8/21/2017	8/21/2017	936	123671	45-49	F	20997	10	11.94999981	1	0	interest1	16
951464	8/21/2017	8/21/2017	936	123671	45-49	F	20997	10	11.94999981	1	0	interest2	17
951464	8/21/2017	8/21/2017	936	123671	45-49	F	20997	10	11.94999981	1	0	interest3	21
951715	8/20/2017	8/20/2017	936	123713	45-49	F	10677	5	7.269999981	1	0	interest1	64
951715	8/20/2017	8/20/2017	936	123713	45-49	F	10677	5	7.269999981	1	0	interest2	65
951715	8/20/2017	8/20/2017	936	123713	45-49	F	10677	5	7.269999981	1	0	interest3	65
951779	8/20/2017	8/20/2017	936	123723	45-49	F	3277	2	2.680000067	1	0	interest1	27
951779	8/20/2017	8/20/2017	936	123723	45-49	F	3277	2	2.680000067	1	0	interest2	32
951779	8/20/2017	8/20/2017	936	123723	45-49	F	3277	2	2.680000067	1	0	interest3	29
952001	8/25/2017	8/25/2017	936	123760	45-49	F	5447	2	2.960000038	1	0	interest1	10
952001	8/25/2017	8/25/2017	936	123760	45-49	F	5447	2	2.960000038	1	0	interest2	12
952001	8/25/2017	8/25/2017	936	123760	45-49	F	5447	2	2.960000038	1	0	interest3	13
734215	8/26/2017	8/26/2017	936	108655	30-34	M	13659	3	3.840000033	1	0	interest1	15
734215	8/26/2017	8/26/2017	936	108655	30-34	M	13659	3	3.840000033	1	0	interest2	19
734215	8/26/2017	8/26/2017	936	108655	30-34	M	13659	3	3.840000033	1	0	interest3	17
734427	8/29/2017	8/29/2017	936	108691	35-39	M	8259	3	3.980000019	1	0	interest1	28
734427	8/29/2017	8/29/2017	936	108691	35-39	M	8259	3	3.980000019	1	0	interest2	29
734427	8/29/2017	8/29/2017	936	108691	35-39	M	8259	3	3.980000019	1	0	interest3	31
734433	8/29/2017	8/29/2017	936	108692	35-39	M	12158	3	4.449999928	1	0	interest1	29
734433	8/29/2017	8/29/2017	936	108692	35-39	M	12158	3	4.449999928	1	0	interest2	35
734433	8/29/2017	8/29/2017	936	108692	35-39	M	12158	3	4.449999928	1	0	interest3	31
734726	8/28/2017	8/28/2017	936	108740	45-49	M	10466	3	4.090000033	1	0	interest1	29
734726	8/28/2017	8/28/2017	936	108740	45-49	M	10466	3	4.090000033	1	0	interest2	30
734726	8/28/2017	8/28/2017	936	108740	45-49	M	10466	3	4.090000033	1	0	interest3	35
734852	8/28/2017	8/28/2017	936	108761	30-34	F	13479	3	4.25	1	0	interest1	26
734852	8/28/2017	8/28/2017	936	108761	30-34	F	13479	3	4.25	1	0	interest2	30
734852	8/28/2017	8/28/2017	936	108761	30-34	F	13479	3	4.25	1	0	interest3	29
734866	8/20/2017	8/20/2017	936	108764	30-34	F	11803	3	4.440000057	1	0	interest1	29
734866	8/20/2017	8/20/2017	936	108764	30-34	F	11803	3	4.440000057	1	0	interest2	32
734866	8/20/2017	8/20/2017	936	108764	30-34	F	11803	3	4.440000057	1	0	interest3	31
735189	8/21/2017	8/21/2017	936	108818	40-44	F	9965	3	4.050000072	1	0	interest1	64
735189	8/21/2017	8/21/2017	936	108818	40-44	F	9965	3	4.050000072	1	0	interest2	65
735189	8/21/2017	8/21/2017	936	108818	40-44	F	9965	3	4.050000072	1	0	interest3	66
737896	8/20/2017	8/20/2017	936	109689	30-34	F	17553	3	4.590000153	1	0	interest1	16
737896	8/20/2017	8/20/2017	936	109689	30-34	F	17553	3	4.590000153	1	0	interest2	21
737896	8/20/2017	8/20/2017	936	109689	30-34	F	17553	3	4.590000153	1	0	interest3	22
747852	8/24/2017	8/24/2017	936	110943	30-34	F	10126	3	4.619999886	1	0	interest1	26
747852	8/24/2017	8/24/2017	936	110943	30-34	F	10126	3	4.619999886	1	0	interest2	32
747852	8/24/2017	8/24/2017	936	110943	30-34	F	10126	3	4.619999886	1	0	interest3	32
748295	8/26/2017	8/26/2017	936	111016	45-49	F	9240	3	6.039999962	1	0	interest1	27
748295	8/26/2017	8/26/2017	936	111016	45-49	F	9240	3	6.039999962	1	0	interest2	31
748295	8/26/2017	8/26/2017	936	111016	45-49	F	9240	3	6.039999962	1	0	interest3	32
776534	8/21/2017	8/21/2017	936	115520	45-49	F	15105	3	4.25999999	1	0	interest1	63
776534	8/21/2017	8/21/2017	936	115520	45-49	F	15105	3	4.25999999	1	0	interest2	69
776534	8/21/2017	8/21/2017	936	115520	45-49	F	15105	3	4.25999999	1	0	interest3	67
776615	8/23/2017	8/23/2017	936	115533	45-49	M	11988	3	4.269999862	1	0	interest1	63
776615	8/23/2017	8/23/2017	936	115533	45-49	M	11988	3	4.269999862	1	0	interest2	66
776615	8/23/2017	8/23/2017	936	115533	45-49	M	11988	3	4.269999862	1	0	interest3	68
776662	8/22/2017	8/22/2017	936	115541	30-34	M	27072	3	4.370000005	1	0	interest1	16
776662	8/22/2017	8/22/2017	936	115541	30-34	M	27072	3	4.370000005	1	0	interest2	18
776662	8/22/2017	8/22/2017	936	115541	30-34	M	27072	3	4.370000005	1	0	interest3	22
779645	8/22/2017	8/22/2017	936	116065	30-34	F	27289	3	4.429999828	1	0	interest1	16
779645	8/22/2017	8/22/2017	936	116065	30-34	F	27289	3	4.429999828	1	0	interest2	21
779645	8/22/2017	8/22/2017	936	116065	30-34	F	27289	3	4.429999828	1	0	interest3	20
779824	8/22/2017	8/22/2017	936	116095	45-49	M	9375	3	4.019999981	1	0	interest1	7
779824	8/22/2017	8/22/2017	936	116095	45-49	M	9375	3	4.019999981	1	0	interest2	13
779824	8/22/2017	8/22/2017	936	116095	45-49	M	9375	3	4.019999981	1	0	interest3	9
780498	8/22/2017	8/22/2017	936	116218	30-34	F	13621	3	4.090000033	1	0	interest1	64
780498	8/22/2017	8/22/2017	936	116218	30-34	F	13621	3	4.090000033	1	0	interest2	65
780498	8/22/2017	8/22/2017	936	116218	30-34	F	13621	3	4.090000033	1	0	interest3	68
781606	8/18/2017	8/18/2017	936	116413	35-39	M	8200	3	3.919999957	1	0	interest1	20
781606	8/18/2017	8/18/2017	936	116413	35-39	M	8200	3	3.919999957	1	0	interest2	21
781606	8/18/2017	8/18/2017	936	116413	35-39	M	8200	3	3.919999957	1	0	interest3	24
781999	8/20/2017	8/20/2017	936	116479	30-34	M	9142	3	3.749999881	1	0	interest1	24
781999	8/20/2017	8/20/2017	936	116479	30-34	M	9142	3	3.749999881	1	0	interest2	30
781999	8/20/2017	8/20/2017	936	116479	30-34	M	9142	3	3.749999881	1	0	interest3	29
782541	8/20/2017	8/20/2017	936	116569	40-44	F	7337	3	4.079999924	1	0	interest1	28
782541	8/20/2017	8/20/2017	936	116569	40-44	F	7337	3	4.079999924	1	0	interest2	29
782541	8/20/2017	8/20/2017	936	116569	40-44	F	7337	3	4.079999924	1	0	interest3	30
782647	8/18/2017	8/18/2017	936	116587	40-44	F	11244	3	4.550000191	1	0	interest1	27
782647	8/18/2017	8/18/2017	936	116587	40-44	F	11244	3	4.550000191	1	0	interest2	33
782647	8/18/2017	8/18/2017	936	116587	40-44	F	11244	3	4.550000191	1	0	interest3	30
782815	8/23/2017	8/23/2017	936	116615	40-44	F	11537	3	4.300000191	1	0	interest1	10
782815	8/23/2017	8/23/2017	936	116615	40-44	F	11537	3	4.300000191	1	0	interest2	16
782815	8/23/2017	8/23/2017	936	116615	40-44	F	11537	3	4.300000191	1	0	interest3	15
782816	8/23/2017	8/23/2017	936	116615	40-44	F	12183	3	2.869999945	1	0	interest1	10
782816	8/23/2017	8/23/2017	936	116615	40-44	F	12183	3	2.869999945	1	0	interest2	13
782816	8/23/2017	8/23/2017	936	116615	40-44	F	12183	3	2.869999945	1	0	interest3	11
735184	8/19/2017	8/19/2017	936	108817	40-44	F	4412	1	1.450000048	1	0	interest1	63
735184	8/19/2017	8/19/2017	936	108817	40-44	F	4412	1	1.450000048	1	0	interest2	66
